PRINCÍPIO ATIVO,CNPJ,LABORATÓRIO,CÓDIGO GGREM,REGISTRO,EAN 1,EAN 2,EAN 3,PRODUTO,APRESENTAÇÃO,CLASSE TERAPÊUTICA,TIPO DE PRODUTO (STATUS DO PRODUTO),REGIME DE PREÇO,PF Sem Impostos,PF 0%,PF 12%,PF 17%,PF 17% ALC,"PF 17,5%","PF 17,5% ALC",PF 18%,PF 18% ALC,PF 20%,PMVG Sem Impostos,PMVG 0%,PMVG 12%,PMVG 17%,PMVG 17% ALC,"PMVG 17,5%","PMVG 17,5% ALC",PMVG 18%,PMVG 18% ALC,RESTRIÇÃO HOSPITALAR,PMVG 20%,CAP,CONFAZ 87,ICMS 0%,ANÁLISE RECURSAL,LISTA DE CONCESSÃO DE CRÉDITO TRIBUTÁRIO (PIS/COFINS),COMERCIALIZAÇÃO 2020,TARJA,Column1,_1,_2,_3,_4,_5,_6,_7,_8
ACETATO DE SÓDIO TRIIDRATADO;CITRATO DE SÓDIO DI-HIDRATADO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO;CLORETO DE CÁLCIO DIIDRATADO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511204302150416,1031100960052,7896727869425,    -,    -,SOLUÇÃO SALINA BALANCEADA - HALEX ISTAR,SOL OFT CX 10 BOLS TRILAMINADA PP TRANS SIST FECH X 500 ML,S1S9 - OUTROS ADJUVANTES CIRÚRGICOS OFTALMOLÓGICOS,Específico,Regulado,72239,80908,93496,99980,87035,100679,87563,101387,88097,104322,56686,63489,73366,78454,68296,79003,68711,79558,69130,Sim,81861,Não,Não,Não,,Negativa,Não,Tarja  Vermelha,"","","","","","","","",""
ACETATO DE SÓDIO TRIIDRATADO;GLICONATO DE SÓDIO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO,31.673.254/0001-02,LABORATÓRIOS B. BRAUN S/A,520916120014704,1008501470019,4046964760907,    -,    -,PLASMAFUNDIN,SOL INJ IV CX FA PLAS TRANS SIST FECH X 500 ML,K1A9 - OUTRAS SOLUÇÕES ELETROLÍTICAS,Específico,Regulado,10310,11547,13344,14269,12421,14369,12497,14470,12573,14889,8090,9061,10471,11197,9747,11275,9806,11355,9866,Sim,11683,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
ACETATO DE SÓDIO TRIIDRATADO;GLICONATO DE SÓDIO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO;CLORETO DE MAGNÉSIO,49.351.786/0002-61,BAXTER HOSPITALAR LTDA,503202601151317,1068301020031,7898008413396,    -,    -,PLASMA LYTE,SOL INJ IV CX  BOLS PLAS TRANS SIST FECH X 500 ML,K1A9 - OUTRAS SOLUÇÕES ELETROLÍTICAS,Específico,Regulado,10310,11547,13344,14269,12421,14369,12497,14470,12573,14889,8090,9061,10471,11197,9747,11275,9806,11355,9866,Sim,11683,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
ACETATO DE SÓDIO TRIIDRATADO;HIDROXIETILAMIDO;CLORETO DE MAGNÉSIO HEXAIDRATADO;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO;CLORETO DE CÁLCIO DIIDRATADO,01.571.702/0001-98,HALEX ISTAR INDÚSTRIA FARMACÊUTICA SA,511212050022505,1031101350010,7896727869340,    -,    -,ISTARHES,"(60 + 6 + 0,40 + 0,134 + 0,20 + 3,70) MG/ML SOL INJ IV CT BOLS PP TRANS SIST FECH X 500 ML",K2B - GOMAS,Específico,Regulado,2983,2983,3390,3594,3594,3616,3616,3638,3638,3729,2341,2341,2660,2820,2820,2838,2838,2855,2855,Não,2926,Não,Não,Não,,Positiva,Não,Tarja  Vermelha,"","","","","","","","",""
ACETATO DE TERLIPRESSINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400302157318,1287600060032,7896165600420,    -,    -,GLYPRESSIN,1 MG PO LIOF INJ CT FA VD TRANS + DIL AMP VD TRANS X 5 ML,B2G - HEMOSTÁTICOS SISTÊMICOS,Novo,Regulado,26077,26077,29633,31418,31418,31608,31608,31801,31801,32596,20463,20463,23253,24654,24654,24803,24803,24954,24954,Não,25578,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
ACETATO DE TOCOFEROL;ÁCIDO FÓLICO,49.475.833/0001-06,BIOLAB SANUS FARMACÊUTICA LTDA,504117080058303,1097402000021,7896112457220,    -,    -,DTN-FOL,400 MCG + 10 MG CAP MOLE CT FR PLAS X 30,"B3X - OUTROS PRODUTOS ANTIANÊMICOS, INCLUINDO ÁCIDO FÓLICO, ÁCIDO FOLÍNICO",Específico,Liberado,1452,1626,1879,2009,1749,2023,1760,2038,1770,2097,1139,1276,1474,1576,1372,1587,1381,1599,1389,Não,1646,Não,Não,Não,,Negativa,Não,Tarja Venda Livre,"","","","","","","","",""
ACETATO DE TOCOFEROL;CÂNFORA (2-BORNANONA);MENTOL,49.383.250/0001-47,HISAMITSU FARMACÊUTICA DO BRASIL LTDA,511700205176413,1105200010118,7896227800171,    -,    -,SALONPAS,"12,5MG + 10MG + 10MG + 3MG EMPL CT ENV AL PLAS PE X 3",M2A - ANTIRREUMÁTICOS E ANALGÉSICOS TÓPICOS,Específico,Liberado,735,823,951,1017,885,1024,891,1031,896,1061,577,646,746,798,694,804,699,809,703,Não,833,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
ACETATO DE TOCOFEROL;RIBOFLAVINA;CLORIDRATO DE PIRIDOXINA;ASPARTATO DE MAGNÉSIO;CLORIDRATO DE TIAMINA;ASPARTATO DE POTÁSSIO,44.010.437/0001-81,CAZI QUIMICA FARMACEUTICA INDUSTRIA E COMERCIO LTDA,505519120020607,1071500440012,7893736001327,    -,    -,CAZIGERAN,DRG CT FR VD AMB X 20,A11A4 - OUTROS POLIVITAMÍNICOS COM MINERAIS,Específico,Liberado,1249,1399,1617,1729,1505,1741,1514,1753,1523,1804,980,1098,1269,1357,1181,1366,1188,1376,1195,Não,1416,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre,"","","","","","","","",""
ACETATO DE TRIPTORRELINA,74.232.034/0001-48,LABORATÓRIOS FERRING LTDA,521400401155410,1287600090012,7896165600185,    -,    -,GONAPEPTYL DEPOT,"3,75 MG MICROCAP LIB LENTA CT SER PRE ENV X 1 ML ",L2A3 - ANÁLOGOS HORMONAIS DE LIBERAÇÃO DE GONADOTROFINAS CITOSTÁTICOS,Similar,Regulado,55595,55595,,,,,,,,,43625,43625,,,,,,,,Não,,Sim,Sim,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
ACETATO DE ULIPRISTAL,19.136.432/0001-52,EXELTIS LABORATORIO FARMACEUTICO LTDA,565618040000217,1356400030012,7898956544360,    -,    -,ULIP,30 MG COM CT BL AL PVC/PE/PVDC TRANS X 1,G3A6 - CONTRACEPTIVO SISTÊMICO DE EMERGÊNCIA,Novo,Regulado,2258,2529,2922,3125,2721,3147,2737,3169,2754,3261,1772,1985,2293,2452,2135,2469,2148,2487,2161,Não,2559,Não,Não,Não,,Negativa,Não,Tarja  Vermelha,"","","","","","","","",""
ACETATO DE ZINCO,05.155.425/0001-93,CASULA & VASCONCELOS INDÚSTRIA FARMACÊUTICA E COMÉRCIO LTDA,540621050003407,1640000110011,7898920500334,    -,    -,"ACETATO DE ZINCO 0,5 MEQ/ML","0,5 MEQ/ML (54 MG/ML) SOL INJ IV CX 50 AMP VD TRANS X 5 ML",K1A9 - OUTRAS SOLUÇÕES ELETROLÍTICAS,Específico,Regulado,32062,32062,36434,38629,38629,38863,38863,39100,39100,40078,25159,25159,28590,30312,30312,30496,30496,30682,30682,Sim,31449,Não,Não,Não,,Positiva,Não,Tarja Vermelha (*),"","","","","","","","",""
ACETAZOLAMIDA,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533020501119410,1049702890012,7896006245322,    -,    -,DIAMOX,250 MG COM CT FR VD AMB X 25  ,S1E1 - PREPARAÇÕES ANTIGLAUCOMAS E MIÓTICAS SISTÊMICAS,Novo,Regulado,1102,1102,1252,1328,1328,1336,1336,1344,1344,1378,865,865,982,1042,1042,1048,1048,1055,1055,Não,1081,Sim,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
ACETILCISTEÍNA,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508017603134129,1004307710015,7891317001940,    -,    -,ACETILCISTEÍNA,20 MG/ML XPE CT FR VD AMB X 100 ML + COP,R5C - EXPECTORANTES,Genérico,Liberado,1768,1980,2288,2447,2130,2464,2143,2481,2156,2553,1387,1554,1795,1920,1671,1934,1682,1947,1692,Não,2003,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
ACETIL-LEVOMETIONINA,60.397.775/0001-74,TAKEDA PHARMA LTDA.,501103305130417,1063902760010,7896641804441,    -,    -,XANTINON COMPLEX,40 MG/ML + 53 MG/ML + 50 MG/ML SOL OR CT FR VD AMB X 100 ML,A5B - HEPATOPROTETORES E LIPOTRÓPICOS,Específico,Liberado,748,838,968,1036,901,1043,907,1050,912,1081,587,658,760,813,707,818,712,824,716,Não,848,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
ACETIL-LEVOMETIONINA;BETAÍNA;CITRATO DE COLINA,60.397.775/0001-74,TAKEDA PHARMA LTDA.,501103401131410,1063902760029,7896641804434,    -,    -,XANTINON COMPLEX,40MG/ML + 53MG/ML + 50MG/ML SOL OR CT 12 FLAC PLAS PP TRANS X 10ML,A5B - HEPATOPROTETORES E LIPOTRÓPICOS,Específico,Liberado,1806,2023,2338,2500,2176,2517,2189,2535,2203,2608,1417,1587,1835,1962,1708,1975,1718,1989,1729,Não,2046,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
ACETILRACEMETIONINA;BETAÍNA;CITRATO DE COLINA,60.397.775/0001-74,TAKEDA PHARMA LTDA.,501118120029503,1063902760037,7896641812873,    -,    -,XANTINON COMPLEX,40MG/ML + 53MG/ML + 50MG/ML SOL OR CT 12 FLAC PLAS PVC/PVDC/PE TRANS X 10ML,A5B - HEPATOPROTETORES E LIPOTRÓPICOS,Específico,Liberado,1861,2084,2408,2575,2242,2593,2255,2611,2269,2687,1460,1635,1890,2021,1759,2035,1769,2049,1780,Não,2108,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
ACETONIDA DE TRIANCINOLONA,02.685.377/0001-57,SANOFI-AVENTIS FARMACÊUTICA LTDA,502820020079507,1130012050011,7891058022778,    -,    -,ALLENASAL,"550 MCG/ML SUS NAS CT FR SPR PLAS OPC  X 16,5 ML",R1A1 - CORTICOSTERÓIDES NASAIS SEM ANTIINFECCIOSOS,Similar,Regulado,3582,3582,4070,4316,4316,4342,4342,4368,4368,4478,2811,2811,3194,3387,3387,3407,3407,3428,3428,Não,3514,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
ACICLOVIR,61.190.096/0001-92,EUROFARMA LABORATÓRIOS S.A.,508017100119606,1004312220012,7891317001513,    -,    -,ACICLOVIR,200 MG COM CT BL AL PLAS TRANS X 25,J5B3 - ANTIVIRAIS PARA HERPES,Genérico,Regulado,5340,5340,6068,6434,6434,6473,6473,6512,6512,6675,4190,4190,4762,5049,5049,5079,5079,5110,5110,Não,5238,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
ACICLOVIR SÓDICO,49.324.221/0001-04,FRESENIUS KABI BRASIL LTDA,509521060031217,1004101920049,7899498608507,    -,    -,ZYNVIR,250 MG PO SOL INJ IV CX 50 FA VD TRANS X 20 ML,J5B3 - ANTIVIRAIS PARA HERPES,Similar,Regulado,338483,338483,384640,407811,407811,410282,410282,412784,412784,423104,265608,265608,301827,320009,320009,321948,321948,323912,323912,Sim,332010,Não,Não,Não,,Positiva,Sim,Tarja Vermelha(*),"","","","","","","","",""
ÁCIDO ACÉTICO GLACIAL;CLORETO DE CÁLCIO;ÁGUA PARA INJEÇÃO;CLORETO DE MAGNÉSIO HEXAIDRATADO;DEXTROSE ANIDRA;CLORETO DE POTÁSSIO;CLORETO DE SÓDIO,58.635.830/0001-75,FARMARIN INDUSTRIA E COMERCIO LTDA,508620110011607,1168800040261,7898179365050,    -,    -,FARMARIN CPHD,"(138+ 2,0+ 3,0+ 106) MEQ/L + 5,5 MMOL/L SOL CX FR PLAS TRANS X 5 L",K6A - SOLUÇÕES PARA HEMODIÁLISE,Específico,Regulado,1093,1224,,,,,,,,,858,960,,,,,,,,Sim,,Não,Sim,Sim,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
ACIDO ACETILSALICILICO,48.113.906/0001-49,1FARMA INDUSTRIA FARMACEUTICA LTDA,526221060018307,1048101370148,7898075317764,    -,    -,ÁCIDO ACETILSALICÍLICO,100 MG COM CT BL AL PLAS PVDC TRANS X 30,N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO,Genérico,Liberado,442,495,572,612,532,616,536,620,539,638,347,388,449,480,417,483,421,486,423,Não,501,Não,Não,Não,,Negativa,Não,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
ÁCIDO ACETILSALICÍLICO,46.179.008/0001-68,BRASTERAPICA INDUSTRIA FARMACEUTICA EIRELI,504913100009004,1003800430034,7898100241897,    -,    -,SALICETIL,100 MG CM CT BL AL PLAS INC X 500 (EMB MULTIPLA) ,N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO,Similar,Liberado,5146,5763,6660,7122,6199,7171,6237,7222,6275,7431,4038,4522,5226,5589,4864,5627,4894,5667,4924,Não,5831,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre,"","","","","","","","",""
ÁCIDO ACETILSALICÍLICO;ÁCIDO ASCÓRBICO,18.459.628/0001-15,BAYER S.A.,538916030026517,1705601050021,7891106000888,    -,    -,ASPIRINA C EFERVESCENTE,400 MG + 240 MG COM EFEV CT 50 ENV AL PLAS X 2,N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO,Novo,Liberado,20028,22431,25921,27719,24130,27912,24276,28109,24424,28922,15716,17602,20340,21751,18935,21902,19049,22057,19166,Não,22695,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
ACIDO ACETILSALICILICO;CAFEÍNA;HIDROXIDO DE ALUMÍNIO;MALEATO DE MEPIRAMINA,25.773.037/0001-83,PHARMASCIENCE INDUSTRIA FARMACEUTICA S.A,528120050015717,1171700790013,7898014567380,    -,    -,ENJOY,"(150,0+150,0+15,0+50,0) MG COM CT STR AL X 200",N2B2 - ANALGÉSICOS NÃO NARCÓTICOS E ANTIPIRÉTICOS ISENTOS DE PRESCRIÇÃO,Similar,Liberado,11274,12627,14592,15604,13583,15713,13666,15823,13749,16281,8847,9908,11450,12244,10659,12330,10724,12416,10789,Não,12776,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
ÁCIDO AMINOCAPRÓICO,05.254.971/0001-81,ZYDUS NIKKHO FARMACÊUTICA LTDA,536214070004714,1565100380028,7897460400227,    -,    -,IPSILON,500 MG COM CT STR X 36,B2A1 - ANTIFIBRINOLÍTICOS SINTÉTICOS,Novo,Regulado,2421,2711,3133,3350,2916,3373,2934,3397,2952,3496,1900,2127,2458,2629,2288,2647,2302,2666,2316,Não,2743,Não,Não,Não,,Negativa,Sim,Tarja  Vermelha,"","","","","","","","",""
ÁCIDO ASCÓRBICO,33.069.212/0001-84,MERCK S/A,525418901111417,1008903320011,7891721104848,    -,    -,CEBION ZINCO,1000 MG + 10 MG COM EFEV CT TB PLAS X 10,A11G1 - VITAMINA C PURA,Específico,Liberado,81,91,105,112,98,113,98,114,99,117,64,71,82,88,77,89,77,89,78,Não,92,Não,Não,Não,,Negativa,Não,Tarja Venda Livre,"","","","","","","","",""
ÁCIDO ASCÓRBICO 90%;ZINCO COMPLEXO GLICINATO,18.459.628/0001-15,BAYER S.A.,538919120029307,1705600120059,7891106006910,    -,    -,REDOXON ZINCO,1000MG + 10MG COM EFEV CT TB PLAS X 30,A11G2 - ASSOCIAÇÕES COM VITAMINA C,Específico,Liberado,2587,2898,3349,3581,3117,3606,3136,3632,3155,3737,2030,2274,2628,2810,2446,2830,2461,2850,2476,Não,2932,Não,Não,Não,,Negativa,Não,'- (*),"","","","","","","","",""
ÁCIDO ASCÓRBICO;CITRATO DE ZINCO,57.507.378/0003-65,EMS S/A,541819120114407,1023509070013,7896004723273,    -,    -,ENERGIL ZINCO,1 G + 10 MG COM EFEV CT TB PLAS X 10,A11G2 - ASSOCIAÇÕES COM VITAMINA C,Específico,Liberado,1125,1260,1456,1557,1355,1568,1364,1579,1372,1625,883,989,1143,1222,1063,1230,1070,1239,1077,Não,1275,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre,"","","","","","","","",""
ÁCIDO ASCÓRBICO;COLECALCIFEROL,61.517.397/0001-88,THERASKIN FARMACEUTICA LTDA.,512100501112413,1019100610021,7897129300059,    -,    -,CAMOMILINA C,25 MG + 5 MG + 25 MG + 150 UI CAP DURA BUC CT ENV AL X 20,A11G2 - ASSOCIAÇÕES COM VITAMINA C,Específico,Liberado,2746,3076,3555,3801,3309,3828,3329,3855,3349,3966,2155,2414,2790,2983,2597,3004,2612,3025,2628,Não,3112,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre,"","","","","","","","",""
ÁCIDO ASCÓRBICO;GLYCYRRHIZA GLABRA L.;COLECALCIFEROL;MATRICARIA CHAMOMILLA L.,61.517.397/0001-88,THERASKIN FARMACEUTICA LTDA.,512121090007107,1019100610044,7897129300059,    -,    -,CAMOMILINA C,25 MG + 5 MG + 25 MG  + 150 UI CAP DURA BUC CT BL AL PLAS TRANS X 20,A11G2 - ASSOCIAÇÕES COM VITAMINA C,Específico,Liberado,2746,3076,3555,3801,3309,3828,3329,3855,3349,3966,2155,2414,2790,2983,2597,3004,2612,3025,2628,Não,3112,Não,Não,Não,,Negativa,Não,Tarja -(*),"","","","","","","","",""
ÁCIDO ASCÓRBICO;ZINCO,60.665.981/0001-18,UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A,533020050070107,1049700210022,2296006207306,    -,    -,BIO-C + ZINCO,1000 MG + 10 MG COM EFEV CT TB PLAS OPC X 10,A11G2 - ASSOCIAÇÕES COM VITAMINA C,Específico,Liberado,1216,1362,1574,1683,1465,1695,1474,1707,1483,1756,954,1069,1235,1321,1150,1330,1157,1340,1164,Não,1378,Não,Não,Não,,Negativa,Não,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
ÁCIDO AZELAICO,45.992.062/0001-65,GERMED FARMACEUTICA LTDA,526133101164419,1058306780043,7896004733876,    -,    -,DERMAZELAIC,150 MG/G GEL CT BG AL X 30G,D10A - ANTIACNEICOS TÓPICOS,Similar,Liberado,4177,4678,5406,5781,5032,5821,5063,5862,5094,6032,3278,3671,4242,4536,3949,4568,3973,4600,3997,Não,4733,Não,Não,Não,,Negativa,Não,Tarja Venda Livre,"","","","","","","","",""
ÁCIDO BENZÓICO;TERPINA MONOIDRATADA;MENTOL;EUCALIPTOL,33.026.055/0001-20,MEGALABS FARMACEUTICA S.A.,516301101173418,1014300270039,7896026120555,    -,    -,PENETRO,"(33,0 + 22,0 + 22,0 + 5,5) MG/ML SOL INAL CT FR VD AMB X 45 ML ",R1A4 - ANTI-INFECCIOSOS NASAIS SEM CORTICOSTERÓIDES,Similar,Liberado,1235,1383,1598,1709,1488,1721,1497,1733,1506,1783,969,1085,1254,1341,1168,1350,1175,1360,1182,Não,1399,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
ÁCIDO CARGLÚMICO,53.056.057/0001-79,RECORDATI RARE DISEASES COMÉRCIO DE MEDICAMENTOS LTDA - ME,576920060000307,1712600010019,3663502000045,    -,    -,CARBAGLU,200 MG COM SUS CT FR PLAS PEAD OPC X 5,A16A - OUTROS PRODUTOS PARA O APARELHO DIGESTÓRIO E METABOLISMO,Novo,Regulado,155946,174660,201835,215832,187887,217340,189026,218868,190179,225205,122371,137056,158380,169363,147435,170547,148329,171746,149234,Não,176718,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
ÁCIDO CÍTRICO ANIDRO;BICARBONATO DE SÓDIO;SULFATO DE MAGNÉSIO,30.872.270/0001-53,PF CONSUMER HEALTHCARE BRAZIL IMPORTADORA E DISTRIBUIDORA DE MEDICAMENTOS LTDA,597221090002007,1929000020029,7896015592356,    -,    -,SAL DE ANDREWS,"176,50 MG PO EFEV OR CX 50 ENV AL PLAS PE",A2A6 - ANTIÁCIDOS COM OUTROS FÁRMACOS,Específico,Liberado,3209,3594,4153,4441,3866,4472,3890,4504,3913,4634,2518,2820,3259,3485,3034,3509,3053,3534,3070,Não,3636,Não,Não,Não,,Negativa,Não,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
ACIDO CITRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,33.247.743/0001-10,GLAXOSMITHKLINE BRASIL LTDA,510620060055007,1010700560745,7896015591809,    -,    -,SAL DE FRUTA ENO,PO EFEV 2 ENV AL POLIET X 5 G (TUTTI-FRUTTI),A2A1 - ANTIÁCIDOS PUROS,Específico,Liberado,181,203,235,251,218,253,220,254,221,262,142,159,184,197,171,199,173,199,173,Não,206,Não,Não,Não,,Negativa,Não,Tarja Venda Livre/Sem Tarja (*),"","","","","","","","",""
ÁCIDO CÍTRICO;BICARBONATO DE SÓDIO;CARBONATO DE SÓDIO,61.082.426/0002-07,COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.,540920120044307,1781700390606,7896094921207,    -,    -,ESTOMAZIL,(462+90+438) MG/G PO EFEV CT 6 ENV AL PES X 5 G (ABACAXI) ,A2A1 - ANTIÁCIDOS PUROS,Específico,Liberado,640,717,829,886,771,892,776,898,781,924,502,563,651,695,605,700,609,705,613,Não,725,Não,Não,Não,,Negativa,Sim,Tarja -(*),"","","","","","","","",""
ÁCIDO DESOXICÓLICO,43.426.626/0001-77,ALLERGAN PRODUTOS FARMACÊUTICOS LTDA,501019070014202,1014701850014,7897316806616,    -,    -,BELKYRA,10 MG/ML SOL INJ CT 4 FA VD TRANS X 2 ML,D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS,Novo,Regulado,392347,439429,507799,543015,472707,546807,475572,550653,478472,566596,307875,344820,398470,426104,370933,429079,373181,432097,375457,Sim,444608,Não,Não,Não,,Negativa,Não,Tarja Vermelha(*),"","","","","","","","",""
ÁCIDO FÓLICO,60.726.692/0001-81,MARJAN INDÚSTRIA E COMÉRCIO LTDA,524816070008103,1015502450014,7896226101842,    -,    -,ENDOFOLIN,2 MG COM REV CT BL AL PLAS TRANS X 30,"B3X - OUTROS PRODUTOS ANTIANÊMICOS, INCLUINDO ÁCIDO FÓLICO, ÁCIDO FOLÍNICO",Específico,Regulado,2039,2284,2639,2822,2457,2842,2472,2862,2487,2945,1600,1792,2071,2214,1928,2230,1940,2246,1952,Não,2311,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
ÁCIDO FÓLICO;ÁCIDO ASCÓRBICO,17.440.261/0001-25,MYRALIS INDÚSTRIA FARMACÊUTICA LTDA,575219060002417,1146200200038,7898430192470,    -,    -,ENFOL,5 MG + 100 MG COM REV CT BL AL PLAS TRANS X 20,"B3X - OUTROS PRODUTOS ANTIANÊMICOS, INCLUINDO ÁCIDO FÓLICO, ÁCIDO FOLÍNICO",Específico,Regulado,1058,1185,1369,1464,1275,1475,1282,1485,1290,1528,830,930,1074,1149,1000,1158,1006,1165,1012,Não,1199,Não,Não,Não,,Negativa,Não,Tarja  Vermelha,"","","","","","","","",""
ÁCIDO FÓLICO;CIANOCOBALAMINA,83.874.628/0001-43,LABORATÓRIO FARMACÊUTICO ELOFAR LTDA,517105104139410,1038500510011,7898109241485,    -,    -,VI -  FERRIN,150 MG/ML + 0.25 MG/ML + 7.5 MCG/ML SOL OR CT FR VD AMB X 20 ML,B3A2 - ASSOCIAÇÕES DE FERRO,Específico,Liberado,1706,1911,2208,2361,2056,2378,2068,2395,2081,2464,1339,1500,1733,1853,1613,1866,1623,1879,1633,Não,1933,Não,Não,Não,,Negativa,Sim,Tarja Venda Livre,"","","","","","","","",""
ÁCIDO FUSÍDICO,05.161.069/0001-10,BRAINFARMA INDÚSTRIA QUÍMICA E FARMACÊUTICA S.A,504617050063017,1558401060011,7896714208206,    -,    -,ÁCIDO FUSÍDICO,20MG/G CREM DERM CT BG AL X 15G ,D6A - ANTIBIÓTICOS TÓPICOS,Genérico,Regulado,2389,2676,3092,3307,2879,3330,2896,3353,2914,3450,1875,2100,2426,2595,2259,2613,2272,2631,2287,Não,2707,Não,Não,Não,,Negativa,Não,Tarja  Vermelha,"","","","","","","","",""
ÁCIDO FUSÍDICO;VALERATO DE BETAMETASONA,72.593.791/0001-11,NOVA QUIMICA FARMACÊUTICA S/A,525308401163112,1267501170021,7895296034029,    -,    -,ÁCIDO FUSÍDICO + VALERATO DE BETAMETASONA,20 MG/G + 1.0 MG/G CREM DERM CT BG AL X 15 G,D7B1 - CORTICOESTERÓIDES ASSOCIADOS A ANTIBACTERIANOS,Genérico,Regulado,3004,3364,3887,4157,3619,4186,3641,4215,3663,4338,2357,2640,3050,3262,2840,3285,2857,3307,2874,Não,3404,Não,Não,Não,,Negativa,Sim,Tarja  Vermelha,"","","","","","","","",""
ÁCIDO GADOTÉRICO,42.180.406/0001-43,GUERBET PRODUTOS RADIOLÓGICOS LTDA,511000206153412,1498000160034,7897854901231,    -,    -,DOTAREM,"0,5 MMOL/ML SOL INJ CT FA VD TRANS X 20 ML",T1E - AGENTE DIAGNÓSTICO POR IMAGEM PARA RESSONÂNCIA MAGNÉTICA,Similar,Regulado,33778,33778,38384,40696,40696,40943,40943,41193,41193,42223,26506,26506,30120,31934,31934,32128,32128,32324,32324,Sim,33132,Não,Não,Não,,Positiva,Sim,Tarja  Vermelha,"","","","","","","","",""
ÁCIDO GAMAMINOBUTÍRICO,05.254.971/0001-81,ZYDUS NIKKHO FARMACÊUTICA LTDA,536214070005114,1565100330020,7897460400159,    -,    -,GAMMAR,200 MG/ML XPE CT FR VD AMB X 100 ML,N6E - NEUROTÔNICOS E OUTROS,Novo,Regulado,2791,3126,3612,3863,3363,3890,3383,3917,3404,4031,2190,2453,2834,3031,2639,3053,2655,3074,2671,Não,3163,Não,Não,Não,,Negativa,Não,Tarja  Vermelha,"","","","","","","","",""
ÁCIDO GLICÓLICO;HIDROQUINONA,61.186.136/0001-22,VALEANT FARMACÊUTICA DO BRASIL LTDA,512002802169414,1057500610133,7898168006391,    -,    -,GLYQUIN XM,40 MG/G + 100 MG/G CREM DERM CT 28 SACH X 1 G ,D11A - OUTRAS PREPARAÇÕES DERMATOLOGICAS,Similar,Regulado,4818,5396,6236,6668,5805,6715,5840,6762,5875,6958,3781,4234,4893,5232,4555,5269,4583,5306,4610,Não,5460,Não,Não,Não,,Negativa,Sim,Tarja Vermelha(*),"","","","","","","","",""
